Name,Age,City,Salary
Bob,32,Chicago,101197
Alice,27,Phoenix,95002
Charlie,43,Los Angeles,100160
Bob,58,Chicago,75125
Eva,22,Los Angeles,142626
Eva,29,Chicago,80165
David,50,Houston,80044
Bob,46,New York,88151
Alice,32,New York,60933
Eva,38,Houston,64752
Charlie,59,Houston,105677
David,49,New York,109008
Alice,58,Phoenix,50418
Alice,26,Chicago,148027
Alice,22,Phoenix,51381
David,33,Phoenix,113645
Charlie,36,Houston,84372
Eva,51,New York,97239
David,28,Chicago,73916
David,59,New York,111037
Charlie,51,New York,72271
Alice,45,New York,65833
Eva,38,Houston,134002
Bob,39,New York,145343
Alice,48,New York,66557
Alice,21,Chicago,81467
Charlie,46,Houston,69160
Bob,50,Phoenix,50143
Eva,41,Los Angeles,143007
Eva,31,New York,127653
Eva,55,New York,63739
Charlie,54,Chicago,50055
Bob,20,Phoenix,96494
Bob,44,Los Angeles,124390
Alice,52,Chicago,62192
David,24,Los Angeles,111297
Bob,49,Chicago,92506
Eva,38,Chicago,112207
Eva,57,Houston,114858
David,59,Chicago,107291
David,22,Phoenix,71018
Alice,53,Houston,141600
Alice,45,Los Angeles,63128
Charlie,47,Houston,76274
Eva,42,Los Angeles,134828
Charlie,26,Los Angeles,116214
Eva,49,Los Angeles,127951
Charlie,52,Chicago,115896
Alice,59,Phoenix,73424
Bob,43,Houston,76980
David,57,Los Angeles,59725
Eva,30,Phoenix,125290
Alice,29,Los Angeles,97246
Alice,21,Los Angeles,50378
Alice,20,New York,77451
Charlie,23,Los Angeles,54578
David,45,New York,105968
Alice,32,New York,104323
Charlie,23,Los Angeles,109623
Alice,54,Phoenix,107044
Charlie,47,Phoenix,122377
Bob,21,Chicago,107347
Charlie,28,New York,131532
Eva,58,Phoenix,64623
David,53,Phoenix,66014
Charlie,51,Chicago,134959
David,49,New York,126156
Charlie,33,Los Angeles,144966
David,34,New York,148929
Bob,48,Houston,62257
Eva,36,Phoenix,132059
Eva,55,Chicago,83738
Eva,44,New York,130370
Charlie,26,Chicago,129153
Eva,38,Houston,94428
Alice,53,Los Angeles,118357
Alice,28,Los Angeles,101343
Eva,34,Phoenix,69837
Eva,38,New York,74882
Charlie,59,Houston,115806
Eva,44,New York,120890
David,32,New York,56581
Bob,29,Chicago,68751
Charlie,53,Phoenix,87524
Charlie,53,Phoenix,78776
Alice,44,New York,123982
Charlie,35,New York,122069
Charlie,59,Houston,103299
Bob,26,New York,143406
David,37,Phoenix,144012
Bob,28,Chicago,121731
David,21,Houston,144629
Alice,27,Chicago,91686
Bob,40,New York,73446
Bob,28,Houston,99445
Bob,20,Chicago,138015
Eva,22,Houston,98055
Eva,52,Los Angeles,112768
Bob,42,Los Angeles,147199
Charlie,30,Phoenix,117308
Alice,50,Houston,92281
Charlie,28,Houston,61338
Alice,41,Phoenix,50228
Alice,23,Los Angeles,97843
Eva,25,Houston,115706
Alice,47,Phoenix,82782
Bob,46,Phoenix,85102
Bob,32,Houston,62463
Alice,20,Los Angeles,76587
Eva,23,Chicago,56336
Charlie,52,Los Angeles,110258
Eva,40,Houston,96085
Eva,34,Houston,92810
Charlie,44,Houston,71171
Bob,23,Los Angeles,133680
David,52,Chicago,140368
Eva,29,Chicago,86931
Bob,26,Phoenix,130972
Alice,23,Phoenix,143785
Eva,48,New York,95315
Eva,23,New York,125499
Alice,35,New York,95383
David,52,New York,52484
David,58,Chicago,101341
Charlie,48,Houston,134655
Alice,25,Chicago,124765
Bob,21,Chicago,75530
Bob,37,Phoenix,76046
David,28,Chicago,78135
Charlie,29,New York,139230
Charlie,33,Phoenix,50936
Bob,44,New York,114700
Charlie,24,Phoenix,70630
David,27,Phoenix,121150
David,25,Los Angeles,116496
Charlie,59,Phoenix,64446
David,40,Los Angeles,72683
David,23,Houston,131648
Charlie,21,New York,54995
David,29,Chicago,109355
Alice,46,Houston,139919
David,21,Chicago,118124
Eva,58,New York,75616
Bob,41,Chicago,51436
Alice,32,Phoenix,129925
Charlie,26,Houston,55781
Bob,52,Los Angeles,53177
Eva,40,Chicago,91913
Bob,32,Houston,74004
David,42,Los Angeles,122875
Bob,40,New York,61326
Charlie,53,New York,149287
David,52,Houston,115621
David,29,Los Angeles,136178
Eva,56,Houston,134614
Bob,23,Houston,81060
Eva,28,Los Angeles,79110
David,48,Phoenix,91528
David,33,Chicago,80501
Eva,43,Chicago,142431
David,27,Chicago,147662
Bob,32,Houston,59998
Alice,22,Chicago,85773
Eva,56,Houston,124082
Charlie,33,Houston,68713
Alice,43,Los Angeles,94484
Charlie,59,New York,142265
David,29,Los Angeles,88330
Alice,59,Phoenix,122333
David,35,Chicago,126474
David,31,Los Angeles,142832
Eva,29,Los Angeles,99234
Charlie,21,Los Angeles,82078
Bob,46,Phoenix,147062
Eva,31,Phoenix,100045
Eva,51,Chicago,113294
Charlie,31,New York,124408
Eva,21,Chicago,73514
Charlie,28,New York,81527
Eva,45,New York,50955
Alice,50,Phoenix,81744
Charlie,53,Phoenix,111601
Bob,43,Los Angeles,140292
Eva,40,Chicago,145960
Alice,28,New York,139808
Bob,20,New York,53777
Eva,54,New York,68704
Eva,50,Los Angeles,97511
David,58,Phoenix,78935
Eva,40,Phoenix,52653
Bob,57,Los Angeles,73717
Bob,42,Chicago,55761
Alice,42,Chicago,148992
David,40,Los Angeles,118920
Alice,27,Phoenix,111097
Alice,21,Chicago,148151
Eva,50,New York,85856
Alice,32,New York,93818
Charlie,25,Phoenix,76297
David,41,Los Angeles,136653
Eva,25,Los Angeles,139764
Charlie,36,Chicago,140906
Bob,43,Phoenix,132208
David,57,Phoenix,66368
Bob,59,Chicago,90618
Bob,58,Phoenix,120333
Eva,20,Phoenix,121442
Charlie,29,Chicago,54004
David,35,Phoenix,106145
Eva,24,Chicago,69574
Alice,48,Houston,76489
David,55,Los Angeles,131352
Eva,40,Los Angeles,131086
David,26,Phoenix,132201
David,51,New York,105705
Eva,45,New York,137691
Bob,36,Los Angeles,61043
Bob,24,New York,120577
Eva,33,Chicago,91828
David,53,Chicago,92965
Bob,37,Houston,70764
Charlie,21,New York,62178
Alice,45,Los Angeles,129454
Alice,42,Houston,133036
Charlie,42,Phoenix,97512
Charlie,37,Chicago,91797
Charlie,23,Los Angeles,128100
David,39,Los Angeles,93586
Bob,49,New York,113504
Charlie,24,Los Angeles,127555
Eva,40,Phoenix,50347
Alice,50,New York,120045
Alice,35,New York,142325
Charlie,53,Houston,97142
Bob,24,New York,105946
Charlie,39,Houston,81502
Eva,57,Phoenix,119150
Charlie,20,Los Angeles,52102
David,37,Phoenix,120233
Charlie,37,New York,65526
David,59,Los Angeles,57904
Bob,38,Los Angeles,87139
Bob,25,Chicago,144035
Eva,54,Phoenix,110829
Bob,23,Houston,102453
David,20,Phoenix,62158
Bob,55,Phoenix,59089
David,45,Los Angeles,133198
Eva,40,Phoenix,86405
David,49,Phoenix,120856
Charlie,21,Phoenix,78292
Bob,34,Chicago,122115
Alice,58,Los Angeles,65206
Charlie,24,Houston,63913
David,26,New York,64070
Charlie,37,Los Angeles,77685
Charlie,49,Chicago,139404
Charlie,21,Houston,62006
Charlie,36,New York,111044
David,22,Los Angeles,144487
Bob,34,New York,118217
Bob,44,Chicago,75015
Charlie,25,Phoenix,147613
Alice,41,New York,131266
Bob,28,Los Angeles,134128
David,28,Chicago,78180
David,53,Chicago,96972
Bob,25,Chicago,64620
David,52,Phoenix,109813
David,20,Phoenix,56899
Eva,26,Los Angeles,132496
David,34,Chicago,130464
Bob,57,Houston,142489
Bob,48,Chicago,76740
Alice,36,Los Angeles,82363
Charlie,49,Chicago,134609
Bob,38,Chicago,142289
David,49,Houston,63159
Alice,57,Los Angeles,103974
Eva,23,Chicago,56548
Alice,30,Phoenix,112794
David,59,New York,56025
Bob,52,Houston,78292
Alice,52,Houston,140423
David,48,Los Angeles,64935
Eva,34,Phoenix,136079
Alice,51,Phoenix,120256
David,54,Phoenix,136344
Charlie,57,Los Angeles,83655
Bob,55,Los Angeles,89202
David,23,Los Angeles,136829
Charlie,33,Chicago,111320
Bob,38,Chicago,132083
Bob,37,Houston,75786
Bob,54,Houston,95756
Charlie,54,New York,50182
Alice,39,New York,76135
Charlie,24,Houston,82611
Charlie,31,New York,54728
David,41,Chicago,110508
David,23,Houston,132892
Eva,54,Los Angeles,130420
Charlie,39,Phoenix,115626
Charlie,46,Los Angeles,112100
Eva,28,New York,76083
Charlie,34,Los Angeles,86055
Charlie,55,Houston,133197
Eva,32,Houston,117394
Eva,37,New York,94746
Eva,43,Houston,132045
Bob,37,Los Angeles,109633
David,52,Phoenix,139571
Eva,31,New York,97395
Bob,22,Phoenix,148867
David,42,Chicago,74850
Eva,24,Phoenix,110690
Charlie,35,Houston,143978
Charlie,37,Los Angeles,121935
David,59,Phoenix,138634
Alice,33,Phoenix,65850
David,51,Los Angeles,118385
Bob,55,New York,134819
Charlie,23,Los Angeles,55636
Charlie,45,Chicago,81630
Eva,48,Phoenix,141339
Bob,38,Los Angeles,104885
Alice,51,Phoenix,118613
Bob,43,New York,104926
Bob,30,Phoenix,80798
Bob,33,Phoenix,100566
Bob,33,Los Angeles,75162
Alice,33,New York,81889
Bob,39,Chicago,140221
Alice,21,Los Angeles,118823
David,23,Los Angeles,117778
Bob,32,New York,120358
Eva,28,Houston,147084
Alice,30,Phoenix,147426
Alice,26,Los Angeles,136224
Bob,51,New York,67456
Eva,51,Los Angeles,117906
Eva,41,New York,75416
Bob,33,New York,74789
Eva,27,Chicago,130483
Alice,48,New York,57051
Bob,38,New York,63903
Bob,49,Houston,69635
Bob,46,Phoenix,64228
David,35,Chicago,112580
Bob,21,Phoenix,80693
Charlie,45,Los Angeles,74921
Charlie,38,Chicago,125591
Alice,59,Chicago,140840
David,42,New York,91259
David,47,Houston,55451
Eva,31,New York,110074
Bob,58,Houston,60329
Charlie,20,Chicago,132805
David,29,Chicago,139047
Charlie,42,Houston,59710
Charlie,25,New York,149474
Bob,43,New York,131389
Charlie,26,Chicago,82163
Alice,42,New York,116465
Alice,43,Chicago,89217
David,21,Chicago,52860
David,46,Los Angeles,82189
Eva,51,Houston,93563
Charlie,39,Houston,105586
David,45,Los Angeles,125662
Bob,27,Los Angeles,54995
David,31,Phoenix,99992
Alice,37,Chicago,120593
Charlie,20,Phoenix,71327
Alice,31,Chicago,98205
David,56,Houston,90502
David,55,Phoenix,118603
Alice,33,Chicago,66322
Eva,28,Houston,53124
Eva,58,Houston,131864
David,30,Los Angeles,102215
Eva,45,Los Angeles,69176
Alice,29,Phoenix,143395
Charlie,40,New York,132316
David,24,New York,56546
Bob,59,Houston,95310
Eva,36,Chicago,135851
Eva,38,Phoenix,90411
Bob,34,Phoenix,122725
Bob,43,Phoenix,148448
Alice,55,Chicago,104950
Alice,50,Houston,67604
Eva,23,Chicago,77487
Charlie,30,Phoenix,107111
Alice,52,Chicago,59901
Alice,41,Houston,75827
David,53,New York,67295
David,38,Phoenix,82876
Alice,53,New York,84593
Charlie,32,Los Angeles,121061
Eva,22,New York,70814
Bob,45,Los Angeles,106785
Alice,50,Chicago,87092
Charlie,48,Los Angeles,93677
Charlie,37,New York,89405
Charlie,34,Houston,149946
Alice,33,Houston,132405
Alice,53,New York,147154
Charlie,42,New York,127620
Charlie,44,Los Angeles,139373
Alice,50,New York,115142
Eva,30,New York,128623
Alice,23,New York,101682
David,51,New York,117651
Charlie,52,Phoenix,60870
Eva,33,Phoenix,137692
Bob,59,Houston,68659
Alice,20,Los Angeles,102774
Charlie,44,Houston,87238
Alice,40,Houston,112236
Bob,46,Los Angeles,132130
Alice,47,Los Angeles,118513
Eva,43,Houston,119353
Bob,46,New York,142504
David,29,New York,58758
David,53,Chicago,148509
Charlie,46,Chicago,119723
David,51,Chicago,93796
Alice,51,Houston,53264
Eva,28,Los Angeles,98680
David,56,Phoenix,73272
Charlie,37,Los Angeles,69690
Alice,50,Phoenix,83141
Charlie,21,Los Angeles,135527
Charlie,49,Los Angeles,87969
Eva,36,Phoenix,112954
Eva,40,New York,68587
Charlie,28,Chicago,133622
Charlie,56,Houston,106566
David,49,Houston,143047
David,35,New York,86361
Bob,33,New York,126602
Eva,45,Houston,94797
David,57,Phoenix,76098
Charlie,36,Houston,76914
David,31,Los Angeles,126538
Bob,22,Phoenix,136949
David,53,New York,140799
Charlie,48,Houston,146985
David,46,New York,96741
David,21,Phoenix,107326
Eva,46,Los Angeles,92925
Eva,28,Los Angeles,133999
Bob,39,New York,98651
Bob,47,Phoenix,125279
David,55,Los Angeles,73572
Eva,42,Los Angeles,144056
Eva,45,Los Angeles,90080
David,44,Phoenix,59766
Eva,40,Los Angeles,146168
Alice,56,Phoenix,50046
Charlie,44,New York,132003
Alice,50,Phoenix,64712
Alice,32,New York,84704
Alice,48,New York,51093
Eva,24,Los Angeles,57954
David,21,New York,141226
Bob,25,New York,64567
Charlie,41,Chicago,94640
Charlie,44,Chicago,131451
Alice,28,Chicago,127803
Bob,50,Houston,78328
David,52,Phoenix,148873
Bob,41,Phoenix,119194
Bob,23,Chicago,146921
Charlie,40,Los Angeles,149963
Eva,37,Chicago,147353
Alice,37,Phoenix,60044
Eva,31,Chicago,69556
Charlie,38,Los Angeles,128919
Bob,55,Phoenix,131555
Alice,41,New York,115286
David,54,Los Angeles,142327
David,53,Houston,133450
Bob,29,Chicago,148197
Eva,47,Phoenix,77384
Eva,43,Los Angeles,55606
Alice,56,Houston,59548
Charlie,53,Phoenix,111848
Eva,31,Phoenix,106543
David,28,Chicago,130113
David,49,Los Angeles,144299
David,53,New York,108490
Eva,34,Phoenix,114574
Bob,50,Los Angeles,143745
Eva,51,Houston,50781
Eva,43,New York,121500
Alice,41,Phoenix,109027
Charlie,22,Chicago,114183
Eva,46,Chicago,112539
Eva,56,New York,133145
Charlie,29,Phoenix,122795
David,21,Phoenix,91960
Charlie,23,Houston,115447
Eva,37,Houston,112307
Bob,21,Chicago,55946
Alice,50,Chicago,79615
Alice,54,Phoenix,54087
Charlie,53,Los Angeles,80892
Charlie,30,Houston,95691
David,26,New York,87903
Alice,25,New York,91047
Charlie,26,New York,68271
Eva,58,Chicago,68898
Eva,25,Los Angeles,83334
Bob,50,New York,111708
Bob,28,Chicago,58432
Charlie,37,Houston,86607
David,42,Houston,127672
David,23,Los Angeles,92577
David,35,Chicago,78427
David,58,Phoenix,118966
Alice,50,Houston,147791
David,26,Chicago,100018
Bob,49,Los Angeles,60528
Bob,42,Houston,117969
Alice,30,Chicago,148091
Charlie,48,Phoenix,108391
Eva,27,Phoenix,65166
Bob,47,Los Angeles,136264
Bob,39,Houston,115079
Alice,22,Los Angeles,130178
Bob,27,Phoenix,74994
Eva,32,Los Angeles,140147
Alice,39,Houston,106128
David,50,Houston,118379
David,50,Chicago,59436
David,47,Chicago,106974
Eva,35,New York,134062
Charlie,43,Chicago,137689
Bob,50,New York,83675
Eva,39,Chicago,67369
Charlie,28,Houston,66471
Alice,33,Houston,133828
Eva,58,Los Angeles,131243
Alice,58,Houston,93294
Charlie,22,Houston,110031
Eva,24,New York,77469
Bob,58,Los Angeles,140056
Charlie,25,Houston,100834
Bob,53,Houston,55776
Alice,44,Phoenix,143252
Bob,48,Houston,66782
Eva,41,Phoenix,64987
Eva,34,Chicago,144167
David,24,Chicago,103505
Bob,37,Houston,110396
David,35,Los Angeles,135563
Charlie,45,Houston,72994
Alice,56,Chicago,96919
Charlie,32,Phoenix,120554
Alice,58,Phoenix,121029
Bob,49,Chicago,143900
Eva,50,Houston,109177
Bob,54,Chicago,53369
Alice,39,Chicago,136704
David,39,Phoenix,68642
Alice,51,Phoenix,75411
David,56,Chicago,96953
Charlie,31,Phoenix,56530
Eva,27,Houston,73037
Charlie,25,Houston,121690
Bob,33,New York,68092
David,54,Chicago,80824
David,52,Los Angeles,122821
Charlie,52,Houston,66485
Eva,48,Phoenix,122357
Eva,32,Chicago,126431
Charlie,49,Los Angeles,83617
Eva,30,Los Angeles,142135
Bob,29,Los Angeles,133521
Alice,39,Los Angeles,98103
David,42,Houston,86101
David,43,New York,126102
David,50,Phoenix,65950
Alice,33,Houston,77802
Bob,51,New York,147736
Charlie,36,Houston,57960
Eva,38,Phoenix,96943
Eva,21,Houston,77952
Alice,35,Phoenix,98981
David,52,Chicago,135109
Eva,34,Houston,143291
Charlie,29,Chicago,125328
Eva,26,Houston,100254
David,23,Chicago,59948
Charlie,26,Chicago,67696
David,35,Chicago,54350
David,49,Los Angeles,99467
Alice,41,New York,114961
David,30,New York,113991
Charlie,33,Chicago,117318
Alice,47,Los Angeles,50597
Alice,46,Los Angeles,96794
Charlie,46,Phoenix,94863
Alice,24,Los Angeles,96488
Charlie,49,Chicago,68063
Eva,48,Phoenix,76688
Alice,35,New York,110730
Eva,47,New York,105623
Alice,52,Houston,85174
David,34,Chicago,126123
Charlie,24,Houston,105976
David,45,New York,95737
Eva,52,Los Angeles,72267
Charlie,32,Phoenix,59016
Charlie,33,Houston,56141
Eva,25,Chicago,114918
Charlie,43,New York,131678
Charlie,57,New York,119797
Alice,50,Phoenix,98848
Bob,48,New York,58288
David,41,Houston,92215
Bob,39,New York,79352
Charlie,44,New York,123121
Bob,43,Phoenix,75376
Alice,30,Los Angeles,55983
Eva,50,Chicago,124847
Eva,52,Chicago,148588
Bob,41,Houston,128511
Alice,50,Chicago,131609
Eva,26,Phoenix,113166
Bob,45,Phoenix,78915
Bob,25,New York,128873
David,51,New York,85927
Alice,47,Houston,137713
David,45,Los Angeles,60736
Bob,53,New York,129010
David,47,Phoenix,134133
David,36,New York,78633
Bob,36,Houston,103649
Eva,35,Houston,98748
Charlie,50,New York,102338
Eva,54,Los Angeles,90858
Alice,25,Chicago,75549
Eva,28,Phoenix,134198
Bob,36,Los Angeles,97465
David,58,Houston,118914
Alice,59,Phoenix,85761
Alice,48,Phoenix,90600
Alice,25,Chicago,149267
David,20,Houston,66024
Eva,39,Chicago,61716
David,43,Chicago,62233
Charlie,50,Los Angeles,122004
Alice,58,Houston,117376
Bob,54,Houston,88248
David,37,Los Angeles,50762
Alice,35,Houston,55826
David,30,Los Angeles,130951
David,38,Houston,138384
Eva,47,New York,119691
David,58,Houston,105749
Bob,34,New York,70748
Charlie,37,Chicago,115042
Charlie,23,Chicago,139930
David,45,Chicago,113259
David,44,Phoenix,136402
David,51,Chicago,127427
Charlie,43,New York,75455
David,35,Los Angeles,85185
Eva,41,Los Angeles,76592
David,49,Phoenix,67798
Bob,42,Houston,131028
Bob,44,Chicago,54290
Charlie,23,Houston,114194
Bob,29,Los Angeles,81277
Charlie,58,New York,69673
Bob,20,Phoenix,124825
Charlie,35,Phoenix,85322
Alice,34,Phoenix,130510
Bob,25,Chicago,81512
David,37,Phoenix,115806
Charlie,23,New York,80795
Charlie,39,New York,135162
Eva,38,Phoenix,140863
Alice,21,Los Angeles,138480
Alice,27,Los Angeles,88798
David,28,Phoenix,136506
Charlie,51,Chicago,52066
Alice,34,Los Angeles,79982
Alice,34,Phoenix,100103
Eva,40,New York,116169
David,38,Houston,108082
David,55,Los Angeles,74803
Alice,59,Chicago,93819
Bob,51,Houston,124606
Eva,21,Houston,55205
Bob,46,Chicago,113060
Eva,44,Chicago,131430
Bob,58,Phoenix,74015
David,51,New York,92168
Charlie,31,Chicago,111403
David,55,Chicago,97969
Alice,31,Houston,121648
Bob,49,Los Angeles,112299
Alice,56,Los Angeles,133552
David,30,Chicago,54593
Bob,46,New York,127181
Eva,31,Chicago,124501
Charlie,27,New York,55652
David,52,Houston,98777
David,47,Phoenix,95606
Charlie,27,Houston,53857
David,40,Phoenix,54358
Bob,37,Houston,139540
Bob,30,Chicago,139290
David,48,Chicago,141230
Bob,26,New York,118610
David,48,Chicago,93886
David,36,Los Angeles,79074
Eva,24,Chicago,81800
Charlie,25,Los Angeles,66170
Bob,44,Houston,123247
Charlie,52,Houston,114797
Eva,32,Phoenix,63876
Alice,21,Phoenix,134018
David,32,Chicago,128180
Bob,45,Chicago,82562
Alice,20,Phoenix,55180
Alice,25,Chicago,70131
Bob,32,Los Angeles,118944
Alice,50,Houston,121451
David,37,New York,55197
David,48,New York,55793
David,48,Houston,102092
Eva,31,New York,115541
Alice,49,New York,52729
David,21,Los Angeles,144773
Eva,20,Houston,108476
David,47,Phoenix,116818
David,35,Houston,55071
Bob,36,Chicago,81551
David,46,Chicago,136077
David,33,Houston,75792
David,45,New York,75644
David,43,Los Angeles,107168
David,27,Chicago,83438
Charlie,39,Phoenix,95670
Charlie,58,Los Angeles,148481
Eva,21,Phoenix,106538
Eva,24,New York,123310
Eva,35,Phoenix,130078
Charlie,41,Phoenix,134864
Eva,39,Chicago,108358
Bob,48,New York,133136
Alice,53,Phoenix,141886
Bob,30,Los Angeles,119692
Alice,44,Houston,52888
Alice,45,Houston,70174
David,27,Chicago,146008
Eva,40,Phoenix,102097
Alice,55,Los Angeles,133393
David,43,Los Angeles,118994
Bob,34,Phoenix,90207
David,35,Phoenix,144357
Alice,24,New York,91902
David,56,Houston,143442
David,50,Phoenix,105120
Bob,52,Phoenix,145201
Bob,59,Los Angeles,102378
Alice,41,Chicago,87959
David,21,Houston,94941
Charlie,43,Houston,103987
David,20,Houston,55252
Alice,34,New York,92410
Charlie,47,Houston,118266
David,33,Los Angeles,142923
Bob,57,Phoenix,55836
Alice,54,Los Angeles,76686
David,32,New York,63683
Bob,22,New York,139772
Alice,53,Los Angeles,69683
Charlie,34,Chicago,143645
Charlie,37,Chicago,124454
Alice,27,New York,137095
Bob,47,Chicago,127387
Charlie,43,Los Angeles,62897
Alice,55,New York,114425
David,21,Houston,101982
Alice,27,Chicago,69737
Alice,31,Chicago,50746
Alice,59,Los Angeles,116574
Bob,30,Los Angeles,135100
Eva,28,Los Angeles,72136
David,34,Chicago,75247
Bob,49,Chicago,125356
Alice,51,New York,84542
David,46,Chicago,85278
Bob,36,New York,95170
Charlie,51,Los Angeles,110552
David,46,Houston,113254
Eva,57,Chicago,121171
Eva,25,Los Angeles,114557
David,33,Houston,55240
David,29,Los Angeles,148517
Alice,41,Houston,106063
Alice,22,Chicago,134439
Alice,52,Los Angeles,61943
David,24,Chicago,136145
Eva,26,New York,136980
Charlie,21,Los Angeles,125050
Eva,59,Houston,55520
Alice,32,Los Angeles,120416
Bob,42,Phoenix,121918
Eva,32,Phoenix,107249
Alice,36,New York,116772
David,23,Los Angeles,84393
Charlie,42,Los Angeles,136272
Bob,44,Houston,124501
Eva,25,Houston,54809
Alice,40,Houston,113933
Eva,30,Los Angeles,77765
Charlie,45,Los Angeles,73490
Bob,46,Phoenix,87975
Eva,45,Chicago,62013
Charlie,50,Houston,110977
Bob,45,Chicago,101338
Eva,25,Chicago,132075
Alice,47,New York,78474
Charlie,20,Los Angeles,74618
Alice,53,Los Angeles,125308
Charlie,22,Phoenix,115789
Alice,29,Los Angeles,148854
Alice,34,New York,66012
Eva,59,Los Angeles,66522
Eva,43,Houston,94320
Alice,25,Houston,88192
Charlie,54,Phoenix,112511
Eva,51,Houston,79854
Eva,22,New York,117094
Alice,56,Los Angeles,98819
Charlie,34,Chicago,129153
Alice,47,Los Angeles,141048
David,47,New York,101084
Alice,20,Los Angeles,142340
Charlie,41,Los Angeles,53191
Eva,57,Houston,75100
Eva,37,New York,73068
Bob,28,Houston,87613
Alice,28,Phoenix,97186
Eva,33,Phoenix,76291
David,40,New York,125996
Eva,41,New York,120698
David,43,Phoenix,84246
Eva,21,Chicago,142982
Eva,58,Phoenix,56105
Charlie,31,Los Angeles,72040
Eva,44,Phoenix,117332
David,49,Phoenix,141998
Charlie,51,Houston,145804
Eva,41,New York,124700
Charlie,48,Houston,92766
Eva,32,Houston,83330
Bob,48,Houston,144311
Charlie,21,Los Angeles,55260
David,51,New York,127720
Bob,30,Phoenix,127265
Eva,48,Los Angeles,126167
Eva,57,Houston,82649
Bob,41,Los Angeles,148636
Alice,31,Los Angeles,132705
Bob,24,Houston,94453
David,58,Houston,77575
Eva,34,Los Angeles,83497
Charlie,55,Los Angeles,117656
Alice,59,New York,149601
Charlie,51,New York,59117
Bob,28,Houston,91381
Eva,42,Houston,149481
David,59,Los Angeles,98328
Bob,54,Chicago,91959
Bob,55,New York,123739
Charlie,56,Chicago,118699
Charlie,51,Los Angeles,112484
Eva,56,Phoenix,104561
Charlie,38,Phoenix,79209
Alice,33,Phoenix,133081
Eva,31,Phoenix,57065
David,41,Los Angeles,130993
Alice,20,New York,52292
Bob,37,New York,99448
Charlie,37,Chicago,78365
David,53,Houston,132635
Eva,55,Phoenix,123733
Charlie,55,New York,114536
Alice,54,Los Angeles,110667
Bob,47,Houston,117962
Bob,55,Chicago,78394
Charlie,52,Chicago,96786
Eva,44,New York,110290
Eva,29,Los Angeles,51929
Charlie,47,Los Angeles,58160
Charlie,46,New York,104977
Charlie,33,New York,87614
David,56,New York,127820
Charlie,44,New York,61329
David,48,Los Angeles,60231
Alice,55,Los Angeles,112121
Charlie,51,New York,98207
Charlie,52,Los Angeles,89559
Eva,46,Chicago,124499
Charlie,28,Los Angeles,121801
David,37,Los Angeles,65272
David,42,Houston,74740
Charlie,49,Los Angeles,130685
David,20,New York,88944
Charlie,26,New York,127390
Alice,35,New York,115325
David,41,Phoenix,79861
David,38,Los Angeles,72516
David,23,Houston,64308
David,43,New York,62702
Charlie,31,New York,72155
Charlie,20,Phoenix,108708
Alice,56,Chicago,86214
Charlie,44,Phoenix,70215
David,24,New York,128832
Alice,54,New York,127098
Bob,22,Los Angeles,94840
Eva,28,Chicago,81265
Alice,55,New York,65144
Eva,24,Houston,71299
David,23,New York,100196
Bob,56,Phoenix,147250
Eva,22,Phoenix,64993
Alice,32,Los Angeles,67224
Charlie,45,New York,88575
Eva,44,New York,70259
Charlie,53,Los Angeles,65794
Eva,55,New York,125639
David,55,Chicago,109325
Charlie,29,Los Angeles,112062
Bob,24,Los Angeles,102772
Alice,31,Chicago,59118
Bob,46,Houston,64720
Eva,29,New York,143338
Eva,45,New York,143859
Bob,29,Houston,125893
Eva,48,Phoenix,80534
David,45,Los Angeles,91682
Alice,24,Los Angeles,99684
David,50,Phoenix,86330
Charlie,53,Chicago,85604
Alice,49,Phoenix,95868
Alice,49,Chicago,91236
Eva,40,Los Angeles,131501
Charlie,36,New York,52744
Bob,51,Chicago,72478
Charlie,58,Los Angeles,113552
Bob,21,Los Angeles,90623
Charlie,21,Chicago,129230
Charlie,50,Houston,59462
Bob,57,Chicago,109675
David,21,Los Angeles,84518
Eva,25,New York,146553
Eva,34,Phoenix,83970
Eva,29,Houston,145981
